Date,Symbol,Volume,Trades,Deliverable Volume,DeiiveryToTrade,VolumeToTrade,TradeDel2VolDiff,Z-ScoreDelVolume_IMP,VolumeZscore_IMP,TradesZscore_IMP,FuturePremium_IMP,Z-ScoreDelVolume,VolumeZscore,TradesZscore,Del2Trade,Vol2Trade,NetDel2Vol,NetDel2Vol_IMP,ClosePriceDiff,Supply_Demand_Strength,DeiiveryToTrade_IMP,VolumeToTrade_IMP,TradeDel2VolDiff_IMP,Rolling_TWPC_Vol,Close,Close_Diff,Close_Future,Fut2Close%Change,FuturePremium,Fluc-Zscore,MWPL_Diff,Change in OI,MWPLDiffZscore,Prev Close,Open,High,Low,vwap,Open Interest,Expiry,MWPL,Position,BuyingPressure,SellingPressure,fluctuates,CandleSwipe,SwipePercent,SwipeType,CandleType,Return,Change,Supply_Demand_Strength.1,VWAP_12,VWAP_26,VWAP_Diff_Rate_Change,Per_Trade_Volume_to_Price,VolPerTrade_ROC,Histogram_VWAP,MACD_VWAP,SignalLine_VWAP,Histogram_VWAP_Close,MACD_Signal,MACD_Signal_Close,MACD_VWAP_Close,SignalLine_VWAP_Close,EWMA20BUYPRE,EWMA50BUYPRE,BUYSIGNAL,EWMA20SELLPRE,EWMA50SELLPRE,SELLSIGNAL,Price Change,Log(Volume),Price Movement with Volume,VTR,PCVR,CSI,EWMA20_VolPerTrade,EWMA50_VolPerTrade,VolPerTradeSIGNAL,Market Structure,Liquidity,MarketMove,Swing,Trend,Swing%
2015-01-01,OBEROIRLTY,21580,607,7197,7.5,16.22,116.27,Low,Low,Low,,-0.8,-0.74,-0.86,93.02,86.05,6.969999999999999,High,,Neutral,Low,Medium,Very High,280.92,280.1,,,,,-0.94,,,0.0,280.2,282.0,284.6,278.05,281.21,,,,,,,6.55,,,,,,,Neutral,,,,5.43,,,,,0.0,,,0.0,0.0,,,False,,,False,,9.979522238812123,,35.551894563426686,,,5.43,5.43,False,LL,HH Sweep,BoS,,Downtrend,
2015-01-02,OBEROIRLTY,205106,3577,131534,82.5,48.98,40.63,Medium,Medium,Low,,-0.4,-0.49,-0.73,54.79,67.12,-12.330000000000004,Medium,8.4,Neutral,High,High,Medium,287.3,288.5,,,,,-0.64,,,0.0,280.1,280.5,292.9,280.5,287.76,,,,,8.0,4.4,12.4,False,0.0,NoSwipe,Bullish,0.0295484036820914,8.399999999999977,Neutral,,,,4.62,-14.92,,,,0.21,,Buy,0.2599999999999909,0.05,8.0,8.0,False,4.4,4.4,False,8.399999999999977,12.231282197655007,102.7427704603018,57.34022924238189,4.09544333174065e-05,0.028723167587448,4.94,4.99,False,,,,,,
2015-01-05,OBEROIRLTY,94331,2602,54252,18.46,20.31,10.02,Low,Low,Low,,-0.65,-0.64,-0.77,84.42,83.12,1.2999999999999972,High,-2.3,Neutral,Medium,Medium,Low,286.68,286.2,,,,,-1.01,,,0.0,288.5,289.45,289.5,284.35,286.81,,,,,1.85,3.3,5.15,False,0.0,,Bearish,-0.0080042188258042,-2.300000000000012,Neutral,,,,7.04,52.38,,,,0.17,,Buy,0.3299999999999841,0.16,3.9,4.78,False,3.67,3.81,False,-2.300000000000012,11.454565152669018,-26.34549985113887,36.2532667179093,-2.4382228535688283e-05,-0.0101250960227282,5.94,5.79,True,,,,,,
2015-01-06,OBEROIRLTY,100455,3245,70662,27.12,19.05,29.76,Low,Low,Low,,-0.59,-0.63,-0.75,78.67,84.0,-5.329999999999998,Medium,-8.15,Neutral,Medium,Medium,Medium,279.53,278.05,,,,,-0.89,,,0.0,286.2,284.0,284.0,276.55,279.01,,,,,1.5,5.95,7.45,False,0.0,NoSwipe,Bearish,-0.0288899134887774,-8.149999999999977,Neutral,,,,4.16,-40.91,,,,-0.22,,Sell,-0.079999999999984,0.14,2.53,3.58,False,4.97,4.63,True,-8.149999999999977,11.51746514501226,-93.86734093184964,30.95685670261941,-8.113085461151737e-05,-0.0289267614581971,5.2,5.28,False,,,,,,
2015-01-07,OBEROIRLTY,84567,2323,51670,21.54,19.7,8.54,Low,Low,Low,,-0.65,-0.66,-0.79,82.28,83.54,-1.2600000000000051,High,-9.6,Neutral,Medium,Medium,Low,271.68,268.45,,,,,-0.45,,,0.0,278.05,281.3,281.3,265.3,270.02,,,,,3.15,12.85,16.0,False,0.0,NoSwipe,Bearish,-0.0351362767649945,-9.600000000000025,Neutral,,,,2.28,-45.19,,,,-0.84,,Sell,-1.0100000000000475,-0.17,2.86,3.46,False,9.17,7.18,True,-9.600000000000025,11.345299398574875,-108.91487422631909,36.40421868273784,-0.0001135194579445,-0.0468854387543345,4.08,4.46,False,,,,,,
2015-01-08,OBEROIRLTY,271966,4739,212414,385.71,70.0,81.85,High,Medium,Low,,-0.14,-0.4,-0.68,20.59,58.82,-38.23,Medium,3.05,Neutral,Very High,High,High,272.08,271.5,,,,,-0.93,,,0.0,268.45,274.95,275.75,269.0,270.85,,,,,2.5,4.25,6.75,False,0.0,,Bearish,0.0112974625054116,3.050000000000012,Neutral,,,,8.5,272.81,,,,-0.93,,Sell,-1.589999999999975,-0.66,2.67,3.23,False,6.63,6.4,True,3.050000000000012,12.513432337464984,38.16596862926834,57.38890061194345,1.1214637123758158e-05,0.0080535911857498,5.69,5.44,True,,,,,Downtrend,
2015-01-09,OBEROIRLTY,353732,5312,248561,2100.0,135.71,93.54,High,Medium,Low,,-0.03,-0.28,-0.66,4.55,42.42,-37.870000000000005,Medium,-2.3,Neutral,Very High,Very High,High,268.63,269.2,,,,,-0.59,,,0.0,271.5,272.55,275.05,261.65,271.1,,,,,7.55,5.85,13.4,True,2.73,CandleLowSwipe,Bearish,-0.008507541603417,-2.300000000000012,Neutral,277.05954739759267,,,4.97,-41.53,,,,-0.79,,Sell,-1.8500000000000227,-1.06,5.15,4.13,True,6.23,6.27,False,-2.300000000000012,12.776294843252757,-29.38547813948148,66.59111445783132,-6.5020976332364935e-06,-0.0055319047702337,5.44,5.34,True,LL,LL Sweep,,,Downtrend,
2015-01-12,OBEROIRLTY,137086,3620,54550,12.31,25.86,110.07,Low,Low,Low,,-0.65,-0.58,-0.73,89.04,79.45,9.590000000000003,High,1.45,Neutral,Low,Medium,Very High,270.12,270.65,,,,,-0.87,,,0.0,269.2,270.15,273.85,265.85,271.19,,,,,4.8,3.2,8.0,False,0.0,,Bullish,0.0053718754724139,1.4499999999999886,Neutral,274.21792436349307,,,4.73,-4.83,,,,-0.54,,Sell,-1.910000000000025,-1.37,4.97,4.25,True,4.71,5.61,False,1.4499999999999886,11.82836374509194,17.15112743038318,37.86906077348066,1.0577301839720968e-05,0.0047378805056307,5.19,5.21,False,,,,,Downtrend,
2015-01-13,OBEROIRLTY,130680,4466,69316,15.0,16.95,13.0,Low,Low,Low,,-0.6,-0.59,-0.69,86.96,85.51,1.4499999999999886,High,-3.3,Neutral,Low,Medium,Low,270.3,267.35,,,,,-0.6,,,0.0,270.65,271.4,278.3,265.25,271.56,,,,,2.1,10.95,13.05,True,1.66,BothHighLowSwipe,Bearish,-0.0122678118482459,-3.2999999999999545,Neutral,271.89157683850453,,,2.24,-52.64,,,,-0.43,,Sell,-2.010000000000048,-1.58,3.53,3.89,False,7.84,6.68,True,-3.2999999999999545,11.780506865715006,-38.87567265685899,29.261083743842363,-2.5252525252524904e-05,-0.0087048080288533,4.18,4.62,False,,,,,Downtrend,
2015-01-14,OBEROIRLTY,140135,3779,77567,26.32,24.14,8.28,Low,Low,Low,,-0.57,-0.58,-0.72,79.17,80.56,-1.3900000000000006,Medium,-0.9,Neutral,Medium,Medium,Low,268.25,266.45,,,,,-0.66,,,0.0,267.35,266.2,275.1,263.2,269.1,,,,,3.25,8.9,11.9,False,0.0,NoSwipe,Doji,-0.0033720526519491,-0.9000000000000341,Neutral,270.57991096602166,,,3.12,39.29,,,,-0.41,,Sell,-2.1899999999999977,-1.78,3.39,3.79,False,8.37,7.11,True,-0.9000000000000341,11.85036152268092,-10.665325370413232,37.08256152421276,-6.422378420808749e-06,-0.0028222612782252,3.82,4.34,False,,,,,Downtrend,
