Date,Symbol,Volume,Trades,Deliverable Volume,DeiiveryToTrade,VolumeToTrade,TradeDel2VolDiff,Z-ScoreDelVolume_IMP,VolumeZscore_IMP,TradesZscore_IMP,FuturePremium_IMP,Z-ScoreDelVolume,VolumeZscore,TradesZscore,Del2Trade,Vol2Trade,NetDel2Vol,NetDel2Vol_IMP,ClosePriceDiff,Supply_Demand_Strength,DeiiveryToTrade_IMP,VolumeToTrade_IMP,TradeDel2VolDiff_IMP,Rolling_TWPC_Vol,Close,Close_Diff,Close_Future,Fut2Close%Change,FuturePremium,Fluc-Zscore,MWPL_Diff,Change in OI,MWPLDiffZscore,Prev Close,Open,High,Low,vwap,Open Interest,Expiry,MWPL,Position,BuyingPressure,SellingPressure,fluctuates,CandleSwipe,SwipePercent,SwipeType,CandleType,Return,Change,Supply_Demand_Strength,VWAP_12,VWAP_26,VWAP_Diff_Rate_Change,Per_Trade_Volume_to_Price,VolPerTrade_ROC,Histogram_VWAP,MACD_VWAP,SignalLine_VWAP,Histogram_VWAP_Close,MACD_Signal,MACD_Signal_Close,MACD_VWAP_Close,SignalLine_VWAP_Close,EWMA20BUYPRE,EWMA50BUYPRE,BUYSIGNAL,EWMA20SELLPRE,EWMA50SELLPRE,SELLSIGNAL,Price Change,Log(Volume),Price Movement with Volume,VTR,PCVR,CSI,EWMA20_VolPerTrade,EWMA50_VolPerTrade,VolPerTradeSIGNAL
2015-01-01,KPIT,743664,7656,313530,74.42,53.06,28.7,Medium,Low,Low,,-0.43,-0.49,-0.75,57.33,65.33,-8.0,Medium,,Neutral,High,Medium,Medium,206.33,208.1,,,,,-0.15,,,0.01,203.15,203.3,209.95,200.95,206.28,,,,,,,9.0,,,,,,,Neutral,,,,10.79,,,,,0.0,,,0.0,0.0,,,False,,,False,,13.519344598904183,,97.13479623824452,,,10.79,10.79,False
2015-01-02,KPIT,2318948,35961,879855,3.45,86.67,2412.17,Very High,High,High,,0.29,0.15,0.28,103.57,53.57,49.99999999999999,Very High,6.45,Neutral,Low,High,Very High,213.98,214.55,,,,,0.02,,,0.01,208.1,210.05,218.9,208.5,215.2,,,,,6.05,4.35,10.4,False,0.0,NoSwipe,Bullish,0.03052407803794477,6.450000000000017,Neutral,,,,6.2,-42.54,,,,0.11,,Buy,0.14000000000001478,0.03,6.05,6.05,False,4.35,4.35,False,6.450000000000017,14.656624192527872,94.53522604180502,64.48508106003726,2.781433650086167e-06,0.002628826396424043,8.04,8.3,False
2015-01-05,KPIT,727452,15075,395083,50.0,4.0,92.0,Medium,Low,Medium,,-0.32,-0.5,-0.48,66.67,104.17,-37.5,Low,-4.1,Neutral,Medium,Low,High,212.05,210.45,,,,,-0.19,,,0.01,214.55,215.4,217.2,208.5,212.29,,,,,1.95,6.75,8.7,False,0.0,,Bearish,-0.019294716220954022,-4.100000000000023,Neutral,,,,5.55,-10.48,,,,0.03,,Buy,0.060000000000002274,0.03,3.32,3.9,False,5.95,5.64,True,-4.100000000000023,13.497303296469607,-55.33894351552569,48.2555223880597,-5.636110698712798e-06,-0.003670908359238852,6.86,7.23,False
2015-01-06,KPIT,1495593,18912,479998,54.55,88.89,62.95,Medium,High,Medium,,-0.22,-0.18,-0.34,64.71,52.94,11.769999999999996,High,-4.05,Neutral,Medium,High,High,208.92,206.4,,,,,0.52,,,0.01,210.45,208.0,217.4,202.95,209.73,,,,,3.45,11.0,14.45,True,0.1,CandleHighSwipe,Bearish,-0.019432061609172102,-4.049999999999983,Neutral,,,,5.47,-1.44,,,,-0.13,,Sell,-0.12999999999999545,0.0,3.39,3.74,False,8.84,7.71,True,-4.049999999999983,14.218033341678314,-57.58303503379693,79.08169416243655,-2.7079559746535206e-06,-0.0030447882314824947,6.28,6.67,False
2015-01-07,KPIT,705340,7837,227811,38.89,47.06,21.01,Low,Low,Low,,-0.54,-0.51,-0.75,72.0,68.0,4.0,High,-0.85,Neutral,Medium,Medium,Medium,207.23,205.55,,,,,-0.37,,,0.01,206.4,206.95,211.7,204.45,207.76,,,,,1.1,6.15,7.25,False,0.0,,Bearish,-0.004126720263520234,-0.8499999999999943,Neutral,,,,12.41,126.87,,,,-0.21,,Sell,-0.2600000000000193,-0.05,2.17,2.98,False,7.4,7.23,True,-0.8499999999999943,13.46643523504339,-11.446469949786804,90.0012759984688,-1.2050925794652144e-06,-0.0014605678129114208,8.63,8.23,True
2015-01-08,KPIT,712693,8189,396523,128.12,46.0,64.1,Medium,Low,Low,,-0.32,-0.5,-0.73,43.84,68.49,-24.64999999999999,Medium,-0.9,Neutral,High,Medium,High,205.63,204.65,,,,,-0.38,,,0.01,205.55,207.45,209.7,202.55,205.4,,,,,2.1,5.05,7.15,True,0.93,CandleLowSwipe,Bearish,-0.004388110405475487,-0.9000000000000057,Neutral,,,,12.17,-1.93,,,,-0.26,,Sell,-0.37999999999999545,-0.12,2.13,2.77,False,6.19,6.65,False,-0.9000000000000057,13.476806031637322,-12.129125428473666,87.03052875809013,-1.2628158267304516e-06,-0.001481148544202426,9.93,9.19,True
2015-01-09,KPIT,1023788,11666,396570,90.62,60.53,33.2,Medium,Medium,Medium,,-0.32,-0.38,-0.61,52.46,62.3,-9.839999999999996,Medium,-3.05,Neutral,High,High,Medium,203.57,201.6,,,,,-0.02,,,0.01,204.65,205.55,209.6,199.5,203.33,,,,,2.1,8.0,10.1,False,0.0,NoSwipe,Bearish,-0.015015666741198253,-3.0500000000000114,Neutral,,,,8.69,-28.59,,,,-0.37,,Sell,-0.5800000000000125,-0.21,2.12,2.63,False,7.11,6.97,True,-3.0500000000000114,13.839020031897663,-42.20901109728803,87.7582719012515,-2.979132398504389e-06,-0.003618121986738216,9.49,9.08,True
2015-01-12,KPIT,3057818,45708,928820,80.0,40.0,50.0,Very High,Very High,Very High,,0.35,0.45,0.63,55.56,71.43,-15.870000000000005,Medium,12.35,Neutral,High,Medium,Medium,211.25,213.95,,,,,1.19,,,0.01,201.6,201.75,219.8,200.0,213.99,,,,,13.95,5.85,19.8,False,0.0,NoSwipe,Bullish,0.05945680666561248,12.349999999999994,Neutral,,,,3.38,-61.1,,,,0.07,,Buy,-0.11999999999997613,-0.19,8.08,4.74,True,6.47,6.73,False,12.349999999999994,14.933212147676452,184.4251700238041,66.89896735801173,4.038827686932314e-06,0.004034855386886412,7.37,7.89,False
2015-01-13,KPIT,1304832,21697,436848,11.11,7.69,30.78,Medium,Medium,High,,-0.27,-0.26,-0.24,112.5,108.33,4.170000000000002,High,-1.2,Neutral,Low,Low,Medium,214.12,212.75,,,,,-0.23,,,0.01,213.95,214.0,219.0,210.6,215.08,,,,,2.15,6.25,8.4,False,0.0,,Bearish,-0.005624575409342469,-1.1999999999999886,Neutral,,,,7.16,111.83,,,,0.27,,Buy,0.14000000000001478,-0.13,5.1,4.3,True,6.36,6.63,False,-1.1999999999999886,14.081584854819605,-16.897901825783364,60.13882103516615,-9.196586227192379e-07,-0.000778812823237469,7.3,7.74,False
2015-01-14,KPIT,715312,10726,377814,82.86,28.0,66.21,Medium,Low,Medium,,-0.35,-0.5,-0.64,54.69,78.12,-23.430000000000007,Medium,-4.05,Neutral,High,Low,High,210.03,208.7,,,,,-0.35,,,0.01,212.75,211.75,214.4,207.0,210.74,,,,,1.7,5.7,7.4,False,0.0,NoSwipe,Bearish,-0.019219953370329,-4.050000000000011,Neutral,,,,9.01,25.84,,,,0.19,,Buy,0.11000000000001364,-0.08,3.4,3.89,False,6.03,6.45,False,-4.050000000000011,13.480474090133583,-54.59592006504116,66.68953943688234,-5.661865032321576e-06,-0.005090054080276073,7.88,7.98,False
