Date,Symbol,Volume,Trades,Deliverable Volume,DeiiveryToTrade,VolumeToTrade,TradeDel2VolDiff,Z-ScoreDelVolume_IMP,VolumeZscore_IMP,TradesZscore_IMP,FuturePremium_IMP,Z-ScoreDelVolume,VolumeZscore,TradesZscore,Del2Trade,Vol2Trade,NetDel2Vol,NetDel2Vol_IMP,ClosePriceDiff,Supply_Demand_Strength,DeiiveryToTrade_IMP,VolumeToTrade_IMP,TradeDel2VolDiff_IMP,Rolling_TWPC_Vol,Close,Close_Diff,Close_Future,Fut2Close%Change,FuturePremium,Fluc-Zscore,MWPL_Diff,Change in OI,MWPLDiffZscore,Prev Close,Open,High,Low,vwap,Open Interest,Expiry,MWPL,Position,BuyingPressure,SellingPressure,fluctuates,CandleSwipe,SwipePercent,SwipeType,CandleType,Return,Change,Supply_Demand_Strength,VWAP_12,VWAP_26,VWAP_Diff_Rate_Change,Per_Trade_Volume_to_Price,VolPerTrade_ROC,Histogram_VWAP,MACD_VWAP,SignalLine_VWAP,Histogram_VWAP_Close,MACD_Signal,MACD_Signal_Close,MACD_VWAP_Close,SignalLine_VWAP_Close,EWMA20BUYPRE,EWMA50BUYPRE,BUYSIGNAL,EWMA20SELLPRE,EWMA50SELLPRE,SELLSIGNAL,Price Change,Log(Volume),Price Movement with Volume,VTR,PCVR,CSI,EWMA20_VolPerTrade,EWMA50_VolPerTrade,VolPerTradeSIGNAL
2010-01-04,NMDC,166532,,62786,46.27,32.43,29.91,Low,Low,,,-0.67,-0.74,-0.98,68.37,75.51,-7.140000000000001,High,,Neutral,Medium,Medium,Medium,,427.35,,,,,1.19,,,0.0,423.65,426.0,430.0,419.5,426.63,,,,,,,10.5,,,,,,,Neutral,,,,,,,,,0.0,,,0.0,0.0,,,False,,,False,,12.022942762128274,,,,,,,False
2010-01-05,NMDC,130822,,56780,46.27,32.43,29.91,Low,Low,,,-0.67,-0.74,-0.98,68.37,75.51,-7.140000000000001,High,-1.5,Neutral,Medium,Medium,Medium,,425.85,,,,,0.41,,,0.0,427.35,428.5,432.0,425.1,428.47,,,,,0.75,6.15,6.9,True,0.47,CandleHighSwipe,Bearish,-0.0035161780249364227,-1.5,Neutral,,,,,,,,,-0.02,,Sell,-0.029999999999972715,-0.01,0.75,0.75,False,6.15,6.15,False,-1.5,11.781592899580575,-17.672389349370864,,-1.1465961382642064e-05,,,,False
2010-01-06,NMDC,221173,,75385,48.48,34.25,29.35,Low,Low,,,-0.66,-0.73,-0.98,67.35,74.49,-7.140000000000001,High,1.3,Neutral,Medium,Medium,Medium,,427.15,,,,,0.74,,,0.0,425.85,433.9,433.9,425.5,429.67,,,,,1.65,6.75,8.4,True,0.44,CandleOpenHighSwipe,Bearish,0.0030480680105373636,1.2999999999999545,Neutral,,,,,,,,,0.0,,,0.0,-0.0,1.35,1.22,True,6.55,6.47,True,1.2999999999999545,12.306700479697387,15.998710623606044,,5.877751805147801e-06,,,,False
2010-01-07,NMDC,332511,,121587,50.77,36.11,28.88,Low,Low,,,-0.65,-0.72,-0.98,66.33,73.47,-7.140000000000001,High,-7.3,Neutral,High,Medium,Medium,,419.85,,,,,2.59,,,0.0,427.15,425.1,431.5,414.55,425.51,,,,,5.3,11.65,16.95,False,0.0,NoSwipe,Bearish,-0.01723773496805503,-7.2999999999999545,Neutral,,,,,,,,,-0.2,,Sell,-0.25,-0.05,3.61,2.71,True,9.46,8.47,True,-7.2999999999999545,12.714428221237592,-92.81532601503385,,-2.1954160914977114e-05,,,,False
2010-01-08,NMDC,315717,,71854,48.48,36.11,25.52,Low,Low,,,-0.66,-0.72,-0.98,67.35,73.47,-6.1200000000000045,High,-0.3,Neutral,Medium,Medium,Low,,419.55,,,,,1.28,,,0.0,419.85,418.8,426.9,416.0,422.0,,,,,3.55,7.35,10.9,False,0.0,,Bullish,-0.0007147963134945812,-0.30000000000001137,Neutral,,,,,,,,,-0.27,,Sell,-0.38999999999998636,-0.12,3.58,2.95,True,8.34,8.12,True,-0.30000000000001137,12.662601521686733,-3.798780456506164,,-9.502180750482595e-07,,,,False
2010-01-11,NMDC,432026,,151350,53.12,38.03,28.41,Low,Low,,,-0.64,-0.71,-0.98,65.31,72.45,-7.140000000000001,High,14.05,Neutral,High,High,Medium,,433.6,,,,,3.39,,,0.0,419.55,430.1,449.0,428.4,437.32,,,,,5.2,15.4,20.6,False,0.0,NoSwipe,Bullish,0.03293974180935866,14.050000000000011,Neutral,,,,,,,,,0.2,,Buy,0.12999999999999545,-0.07,4.41,3.49,True,11.98,10.06,True,14.050000000000011,12.976241050600377,182.31618676093544,,3.252119085425417e-05,,,,False
2010-01-12,NMDC,191991,,65882,48.48,32.43,33.11,Low,Low,,,-0.66,-0.74,-0.98,67.35,75.51,-8.16000000000001,High,-7.95,Neutral,Medium,Medium,Medium,,425.65,,,,,1.79,,,0.0,433.6,437.4,438.0,424.75,430.7,,,,,0.9,12.35,13.25,False,0.0,NoSwipe,Bearish,-0.018505037795370605,-7.9500000000000455,Neutral,,,,,,,,,0.14,,Buy,0.10000000000002274,-0.04,2.63,2.95,False,12.17,10.6,True,-7.9500000000000455,12.165203774911252,-96.713370010545,,-4.140819100895378e-05,,,,False
2010-01-13,NMDC,117292,,34798,46.27,32.43,29.91,Low,Low,,,-0.67,-0.74,-0.98,68.37,75.51,-7.140000000000001,High,-0.1,Neutral,Medium,Medium,Medium,,425.55,,,,,1.29,,,0.0,425.65,423.9,427.95,417.0,423.24,,,,,8.55,2.4,10.95,True,1.82,CandleOpenLowSwipe,Bullish,-0.0002349624070960843,-0.0999999999999659,Neutral,,,,,,,,,0.09,,Buy,0.07999999999998408,-0.01,5.61,4.0,True,7.25,8.83,False,-0.0999999999999659,11.67242183112224,-1.1672421831118258,,-8.525730655114236e-07,,,,False
2010-01-14,NMDC,83761,,35187,46.27,30.67,33.72,Low,Low,,,-0.67,-0.75,-0.98,68.37,76.53,-8.159999999999997,High,1.15,Neutral,Medium,Medium,Medium,,426.7,,,,,0.29,,,0.0,425.55,428.0,431.35,425.0,427.95,,,,,1.7,4.65,6.35,True,0.8,CandleOpenHighSwipe,Bearish,0.002698740270984601,1.1499999999999773,Neutral,,,,,,,,,0.11,,Buy,0.12000000000000455,0.01,3.65,3.6,True,5.94,7.98,False,1.1499999999999773,11.335722784346121,13.036081201997781,,1.3729540000716052e-05,,,,False
2010-01-15,NMDC,4414113,,561132,81.48,308.33,278.41,Low,High,,,-0.54,-0.24,-0.98,55.1,24.49,30.610000000000003,Very High,52.6,Neutral,High,Very High,Very High,,479.3,,,,,13.03,,,0.0,426.7,429.5,493.0,428.0,468.91,,,,,51.3,13.7,65.0,False,0.0,NoSwipe,Bullish,0.11624551597163091,52.60000000000002,Neutral,,,,,,,,,2.27,,Buy,2.849999999999966,0.58,27.52,11.13,True,9.83,9.07,True,52.60000000000002,15.300317465833619,804.7966987028486,,1.1916323845810024e-05,,,,False
