Date,Symbol,Volume,Trades,Deliverable Volume,DeiiveryToTrade,VolumeToTrade,TradeDel2VolDiff,Z-ScoreDelVolume_IMP,VolumeZscore_IMP,TradesZscore_IMP,FuturePremium_IMP,Z-ScoreDelVolume,VolumeZscore,TradesZscore,Del2Trade,Vol2Trade,NetDel2Vol,NetDel2Vol_IMP,ClosePriceDiff,Supply_Demand_Strength,DeiiveryToTrade_IMP,VolumeToTrade_IMP,TradeDel2VolDiff_IMP,Rolling_TWPC_Vol,Close,Close_Diff,Close_Future,Fut2Close%Change,FuturePremium,Fluc-Zscore,MWPL_Diff,Change in OI,MWPLDiffZscore,Prev Close,Open,High,Low,vwap,Open Interest,Expiry,MWPL,Position,BuyingPressure,SellingPressure,fluctuates,CandleSwipe,SwipePercent,SwipeType,CandleType,Return,Change,Supply_Demand_Strength,VWAP_12,VWAP_26,VWAP_Diff_Rate_Change,Per_Trade_Volume_to_Price,VolPerTrade_ROC,Histogram_VWAP,MACD_VWAP,SignalLine_VWAP,Histogram_VWAP_Close,MACD_Signal,MACD_Signal_Close,MACD_VWAP_Close,SignalLine_VWAP_Close,EWMA20BUYPRE,EWMA50BUYPRE,BUYSIGNAL,EWMA20SELLPRE,EWMA50SELLPRE,SELLSIGNAL,Price Change,Log(Volume),Price Movement with Volume,VTR,PCVR,CSI,EWMA20_VolPerTrade,EWMA50_VolPerTrade,VolPerTradeSIGNAL
2010-01-04,FEDERALBNK,494126,,345517,20.93,33.33,59.25,Low,Low,,Very High,-0.86,-0.78,-1.04,82.69,75.0,7.689999999999998,Medium,,Neutral,Medium,Medium,Medium,,235.9,,237.2,,1.299999999999983,-0.21,,140415.0,-0.01,235.6,237.8,238.0,233.6,236.14,1094386.0,2010-01-28,,Undecisive,,,4.4,,,,,,,Neutral,,,,,,,,,0.0,,,0.0,0.0,,,False,,,False,,13.110545824376347,,,,,,,False
2010-01-05,FEDERALBNK,1128333,,838930,44.44,44.44,0.0,Medium,Low,,Very High,-0.72,-0.72,-1.04,69.23,69.23,0.0,Medium,3.5,Low Supply,High,High,,,239.4,3.300000000000012,240.5,-0.09000000000000008,1.0999999999999943,-0.17,,109779.0,-0.01,235.9,239.7,241.35,236.75,239.32,1204165.0,2010-01-28,,LongBuildUp,2.65,1.95,4.6,False,0.0,NoSwipe,Bearish,0.014727806710244096,3.5,Low Supply,,,,,,,,,0.06,,Buy,0.0800000000000125,0.02,2.65,2.65,False,1.95,1.95,False,3.5,13.936251880239384,48.776881580837845,,3.1019211527093507e-06,,,,False
2010-01-06,FEDERALBNK,795642,,495373,26.83,38.67,44.13,Low,Low,,Very High,-0.82,-0.75,-1.04,78.85,72.12,6.72999999999999,Medium,4.55,Low Supply,Medium,Medium,Medium,,243.95,4.349999999999994,244.85,-0.08999999999999986,0.9000000000000057,0.17,,11063.0,-0.01,239.4,240.25,246.8,240.25,244.25,1215228.0,2010-01-28,,LongBuildUp,3.7,2.85,6.55,False,0.0,NoSwipe,Bullish,0.01882749313797305,4.549999999999983,Low Supply,,,,,,,,,0.18,,Buy,0.23999999999998067,0.06,3.35,3.2,True,2.55,2.43,True,4.549999999999983,13.5869046149155,61.8204159978653,,5.718652358724129e-06,,,,False
2010-01-07,FEDERALBNK,836239,,452599,25.3,38.67,52.85,Low,Low,,High,-0.83,-0.75,-1.04,79.81,72.12,7.689999999999998,Medium,1.95,Low Supply,Medium,Medium,Medium,,245.9,1.5500000000000114,246.4,-0.17000000000000004,0.5,-0.14,,-84249.0,-0.01,243.95,245.0,249.2,244.4,246.99,1130979.0,2010-01-28,,ShortCovering,1.5,3.3,4.8,True,0.98,CandleHighSwipe,Bullish,0.007961662960300764,1.950000000000017,Low Supply,,,,,,,,,0.26,,Buy,0.37999999999999545,0.12,2.29,2.58,False,2.98,2.77,True,1.950000000000017,13.636669736376925,26.591505985935235,,2.331869238339777e-06,,,,False
2010-01-08,FEDERALBNK,923832,,561536,30.0,40.54,35.13,Low,Low,,High,-0.8,-0.74,-1.04,76.92,71.15,5.769999999999996,Medium,2.15,Low Supply,Medium,Medium,Medium,,248.05,2.25,248.65,0.040000000000000036,0.5999999999999943,-0.01,,99567.0,-0.01,245.9,246.0,251.4,245.85,249.08,1230546.0,2010-01-28,,LongBuildUp,2.2,3.35,5.55,True,0.89,CandleHighSwipe,Bullish,0.008705389524910956,2.1500000000000057,Low Supply,,,,,,,,,0.32,,Buy,0.5299999999999727,0.21,2.24,2.47,False,3.18,2.95,True,2.1500000000000057,13.736285515911074,29.53301385920889,,2.327262965560844e-06,,,,False
2010-01-11,FEDERALBNK,589819,,218671,15.56,35.06,125.32,Low,Low,,Very High,-0.9,-0.77,-1.04,86.54,74.04,12.5,High,4.55,Low Supply,Medium,Medium,High,,252.6,5.449999999999989,254.1,0.3599999999999999,1.5,0.22,,126799.0,-0.01,248.05,250.0,255.05,248.2,252.3,1357345.0,2010-01-28,,LongBuildUp,4.4,2.45,6.85,False,0.0,NoSwipe,Bullish,0.018176871169332642,4.549999999999983,Low Supply,,,,,,,,,0.48,,Buy,0.8100000000000023,0.33,3.36,2.93,True,2.8,2.82,False,4.549999999999983,13.287570989154379,60.4584480006522,,7.714230975943439e-06,,,,False
2010-01-12,FEDERALBNK,505191,,273452,18.18,33.33,83.33,Low,Low,,High,-0.88,-0.78,-1.04,84.62,75.0,9.620000000000005,Medium,-5.4,Low Demand,Medium,Medium,High,,247.2,-6.349999999999994,247.75,-0.3599999999999999,0.5500000000000114,0.63,,-63825.0,-0.01,252.6,253.0,254.8,245.6,250.45,1293520.0,2010-01-28,,LongUnwinding,1.6,7.6,9.2,False,0.0,NoSwipe,Bearish,-0.021609484332855367,-5.400000000000006,Low Demand,,,,,,,,,0.32,,Buy,0.7299999999999898,0.41,2.46,2.65,False,5.24,3.95,True,-5.400000000000006,13.132691854572949,-70.916536014694,,-1.068902652660084e-05,,,,False
2010-01-13,FEDERALBNK,801204,,632956,33.33,38.67,16.02,Low,Low,,Medium,-0.78,-0.75,-1.04,75.0,72.12,2.8799999999999955,Medium,-0.65,Low Demand,Medium,Medium,Low,,246.55,-1.0500000000000114,246.7,-0.15999999999999998,0.14999999999997726,0.1,,21275.0,-0.01,247.2,247.0,249.75,243.6,246.44,1314795.0,2010-01-28,,ShortBuildUp,2.95,3.2,6.15,True,0.81,CandleLowSwipe,Bearish,-0.002632912913400176,-0.6499999999999773,Low Demand,,,,,,,,,0.18,,Buy,0.6299999999999955,0.45,2.71,2.71,False,4.21,3.79,True,-0.6499999999999773,13.593870875272572,-8.836016068926863,,-8.112790250672454e-07,,,,False
2010-01-14,FEDERALBNK,884327,,714012,36.84,40.54,10.04,Medium,Low,,Low,-0.76,-0.74,-1.04,73.08,71.15,1.9299999999999926,Medium,9.05,Low Supply,Medium,Medium,Low,,255.6,8.450000000000017,255.15,-0.23999999999999977,-0.44999999999998863,1.06,,-160839.0,-0.01,246.55,247.95,259.0,247.3,251.67,1153956.0,2010-01-28,,ShortCovering,8.3,3.4,11.7,False,0.0,NoSwipe,Bullish,0.03604890983324438,9.049999999999983,Low Supply,,,,,,,,,0.44,,Buy,1.0,0.56,5.52,3.66,True,3.8,3.71,True,9.049999999999983,13.69258218272239,123.91786875363739,,1.0233770991952053e-05,,,,False
2010-01-15,FEDERALBNK,1416208,,939088,48.57,48.57,0.0,Medium,Low,,Very High,-0.7,-0.7,-1.04,67.31,67.31,0.0,Medium,6.0,Low Supply,High,High,,,261.6,7.200000000000017,262.35,0.46999999999999975,0.75,0.62,,-50209.0,-0.01,255.6,257.35,265.25,256.1,262.22,1103747.0,2010-01-28,,ShortCovering,5.5,3.65,9.15,False,0.0,NoSwipe,Bullish,0.023202897079664275,6.000000000000028,Low Supply,,,,,,,,,0.81,,Buy,1.5699999999999932,0.76,5.51,3.95,True,3.73,3.7,True,6.000000000000028,14.163493435103499,84.9809606106214,,4.236665800503901e-06,,,,False
